pl_name,updated_ecc,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,rv_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HD 102329 b,0.21,HD 102329,1,1,2,Radial Velocity,2011,W. M. Keck Observatory,1,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,778.09998,7.5,-7.5,0,1.81,0.07,-0.07,0.0,,,,,,,,,2593.4928,696.0477,-696.0477,0.0,8.16,2.19,-2.19,0.0,Msini,0.21,0.04,-0.04,0.0,,,,,,,,,0,84.8,3.2,-3.2,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4745.0,71.0,-71.0,0.0,9.82,0.75,-0.75,0.0,3.21,1.28,-1.28,0.0,0.05,,,0.0,[Fe/H],2.96,0.16,-0.16,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h46m46.60s,176.6941567,+03d28m27.17s,3.4742143,217.107,3.172,-3.083,7.88,0.03,-0.03,5.402,0.018,-0.018,7.58172,0.000303,-0.000303,2018-09-04,2017-03,2018-09-06
HD 102365 b,0.34,HD 102365,1,2,1,Radial Velocity,2010,Anglo-Australian Telescope,1,Published Confirmed,0,<a refstr=TINNEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727..103T/abstract target=ref> Tinney et al. 2011 </a>,122.1,0.3,-0.3,0,0.46,0.04,-0.04,0.0,,,,,,,,,16.0,2.6,-2.6,0.0,0.05,0.008,-0.008,0.0,Msini,0.34,0.14,-0.14,0.0,,,,,,,,,0,2.3,0.35,-0.35,0.0,<a refstr=TINNEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727..103T/abstract target=ref> Tinney et al. 2011 </a>,,5630.0,,,0.0,,,,,0.85,,,0.0,-0.26,,,0.0,[Fe/H],4.57,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h46m28.99s,176.6208003,-40d29m55.04s,-40.4986211,9.2894,0.01424,-0.0142,4.89,0.03,-0.03,3.489,0.278,-0.278,4.71107,0.0029997,-0.0029997,2014-05-14,2011-02,2014-05-14
HD 102843 b,0.11,HD 102843,1,1,1,Radial Velocity,2019,Las Campanas Observatory,1,Published Confirmed,0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,3090.942,295.049,-295.049,0,4.074,0.27,-0.27,0.0,,,,,,,,,113.9,14.5,-14.5,0.0,0.35837,0.04562,-0.04562,0.0,Msini,0.11,0.07,-0.07,0.0,,,,,,,,,0,5.24,0.61,-0.61,0.0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,K0 V,5436.0,144.0,-69.0,0.0,,,,,0.95,0.05,-0.05,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h50m20.51s,177.5854673,-01d15m08.28s,-1.2522989,62.758,0.2124,-0.2111,9.26,0.03,-0.03,7.495,0.023,-0.023,9.04883,0.000175,-0.000175,2019-05-20,2019-06,2019-05-23
HD 102956 b,0.037,HD 102956,1,2,1,Radial Velocity,2010,W. M. Keck Observatory,1,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,6.4947,0.00019,-0.00019,0,0.0807,0.0073,-0.0073,0.0,,,,,,,,,305.1168,7.31009,-7.31009,0.0,0.96,0.023,-0.023,0.0,Msini,0.037,0.019,-0.019,0.0,,,,,,,,,0,74.6,1.8,-1.8,0.0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4985.0,,,0.0,4.55,,,0.0,1.66,,,0.0,,,,,,3.38,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h51m22.49s,177.8436988,+57d38m26.37s,57.6406584,121.89,0.4345,-0.4345,7.86,0.03,-0.03,5.663,0.02,-0.02,7.60844,0.000384,-0.000384,2018-12-03,2019-04,2018-12-06
HD 103197 b,0.0,HD 103197,1,1,1,Radial Velocity,2009,La Silla Observatory,1,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,47.84,0.03,-0.03,0,0.25,0.0,0.0,0.0,,,,,,,,,28.6047,6.3566,-6.3566,0.0,0.09,0.02,-0.02,0.0,Msini,0.0,,,0.0,,,,,,,,,0,5.9,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5250.0,84.0,-84.0,0.0,0.88,0.03,-0.03,0.0,0.8,0.28,-0.28,0.0,0.22,,,0.0,[Fe/H],4.45,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m52.85s,178.2201971,-50d17m34.05s,-50.2927911,57.1463,0.097,-0.0967,9.4,0.03,-0.03,7.426,0.027,-0.027,9.16421,0.000151,-0.000151,2018-09-04,2017-03,2018-09-06
HD 103720 b,0.086,HD 103720,1,1,1,Radial Velocity,2014,La Silla Observatory,1,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,4.5557,0.0001,-0.0001,0,0.0498,0.0008,-0.0008,0.0,,,,,,,,,197.046,7.945,-7.945,0.0,0.62,0.025,-0.025,0.0,Msini,0.086,0.024,-0.024,0.0,,,,,,,,,0,89.0,2.0,-2.0,0.0,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,K3 V,5017.0,88.0,-88.0,0.0,0.73,0.02,-0.02,0.0,0.79,0.04,-0.04,0.0,-0.02,0.06,-0.06,0.0,[Fe/H],4.43,0.16,-0.16,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h56m41.12s,179.1713308,-02d46m44.90s,-2.7791393,45.5352,0.1032,-0.1026,9.5,0.03,-0.03,7.283,0.024,-0.024,9.22376,0.00084,-0.00084,2015-01-08,2015-04,2015-01-08
HD 103774 b,0.09,HD 103774,1,2,1,Radial Velocity,2013,La Silla Observatory,1,Published Confirmed,0,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,5.8881,0.0005,-0.0005,0,0.07,0.001,-0.001,0.0,,,,,,,,,116.0,7.0,-7.0,0.0,0.367,0.022,-0.022,0.0,Msini,0.09,0.04,-0.04,0.0,,,,,,,,,0,34.3,1.8,-1.8,0.0,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,F5 V,6489.0,77.0,-77.0,0.0,,,,,1.33,0.03,-0.03,0.0,0.28,0.06,-0.06,0.0,[Fe/H],4.26,0.13,-0.13,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h56m55.46s,179.2310729,-12d06m28.78s,-12.1079951,56.4089,0.1785,-0.1774,7.13463,0.023,-0.023,6.0,0.02,-0.02,7.00938,0.00017,-0.00017,2014-05-14,2013-03,2014-05-14
HD 103891 b,0.31,HD 103891,1,1,1,Radial Velocity,2022,La Silla Observatory,1,Published Confirmed,0,<a refstr=SREENIVAS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...660A.124S/abstract target=ref>Sreenivas et al. 2022</a>,1919.0,14.0,-15.0,0,3.27,0.02,-0.01,0.0,,,,,,,,,457.67291,19.0697,-15.89142,0.0,1.44,0.06,-0.05,0.0,Msini,0.31,0.03,-0.03,0.0,,,,,,,,,0,21.12,0.87,-0.84,0.0,<a refstr=SREENIVAS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...660A.124S/abstract target=ref>Sreenivas et al. 2022</a>,F9,6072.0,20.0,-20.0,0.0,2.22,0.05,-0.05,0.0,1.28,0.01,-0.01,0.0,-0.19,0.01,-0.01,0.0,[Fe/H],3.79,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h57m45.19s,179.4382907,-08d32m55.03s,-8.5486195,55.5213,0.4446,-0.4378,6.59451,0.023,-0.023,5.187,0.023,-0.023,6.436,0.0004038,-0.0004038,2022-05-09,2022-04,2022-05-09
HD 103949 b,0.19,HD 103949,1,1,1,Radial Velocity,2019,Las Campanas Observatory,1,Published Confirmed,0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,120.878,0.446,-0.446,0,0.439,0.009,-0.009,0.0,,,,,,,,,11.2,2.3,-2.3,0.0,0.03524,0.00724,-0.00724,0.0,Msini,0.19,0.12,-0.12,0.0,,,,,,,,,0,1.77,0.35,-0.35,0.0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,K3 V,4792.0,66.0,-54.0,0.0,,,,,0.77,0.04,-0.04,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h58m11.51s,179.5479558,-23d55m26.84s,-23.9241221,26.4997,0.0538,-0.0537,8.7,0.03,-0.03,6.314,0.021,-0.021,8.38479,0.000407,-0.000407,2019-05-20,2019-06,2019-05-23
HD 104067 b,0.123,HD 104067,1,1,2,Radial Velocity,2009,La Silla Observatory,1,Published Confirmed,0,<a refstr=KANE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240317062K/abstract target=ref>Kane et al. 2024</a>,55.851,0.017,-0.017,0,0.2674,0.0032,-0.0033,0.0,,,,,,,,,62.1,3.3,-3.2,0.0,0.19539,0.01038,-0.01007,0.0,Msini,0.123,0.048,-0.051,0.0,,,,,,,,,0,12.0,0.57,-0.57,0.0,<a refstr=KANE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240317062K/abstract target=ref>Kane et al. 2024</a>,,4952.0,100.0,-100.0,0.0,0.78,0.01,-0.01,0.0,0.82,0.03,-0.03,0.0,0.11,0.06,-0.06,0.0,[Fe/H],4.56,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h59m10.17s,179.7923543,-20d21m20.18s,-20.3556058,20.3632,0.0245,-0.0244,7.92,0.03,-0.03,5.614,0.024,-0.024,7.62029,0.000199,-0.000199,2024-04-05,2024-03,2024-04-05
HD 104067 c,0.29,HD 104067,1,1,2,Radial Velocity,2024,Multiple Observatories,1,Published Confirmed,0,<a refstr=KANE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240317062K/abstract target=ref>Kane et al. 2024</a>,13.8992,0.0047,-0.0037,0,0.1058,0.0013,-0.0013,0.0,,,,,,,,,13.2,1.9,-1.9,0.0,0.04153,0.00598,-0.00598,0.0,Msini,0.29,0.12,-0.13,0.0,,,,,,,,,0,4.25,0.62,-0.63,0.0,<a refstr=KANE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240317062K/abstract target=ref>Kane et al. 2024</a>,,4952.0,100.0,-100.0,0.0,0.78,0.01,-0.01,0.0,0.82,0.03,-0.03,0.0,0.11,0.06,-0.06,0.0,[Fe/H],4.56,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h59m10.17s,179.7923543,-20d21m20.18s,-20.3556058,20.3632,0.0245,-0.0244,7.92,0.03,-0.03,5.614,0.024,-0.024,7.62029,0.000199,-0.000199,2024-04-05,2024-03,2024-04-05
HD 10442 b,0.132,HD 10442,1,1,1,Radial Velocity,2014,W. M. Keck Observatory,1,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,1032.3,8.9,-8.9,0,2.01,0.12,-0.12,0.0,,,,,,,,,472.61321,24.15508,-24.15508,0.0,1.487,0.076,-0.076,0.0,Msini,0.132,0.044,-0.044,0.0,,,,,,,,,0,29.9,1.6,-1.6,0.0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4912.0,,,0.0,1.97,,,0.0,1.01,,,0.0,,,,,,3.19,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h41m53.17s,25.471524,+02d42m15.91s,2.7044193,135.374,1.3395,-1.3395,7.828,0.002,-0.002,5.59,0.016,-0.016,7.57742,0.000373,-0.000373,2018-12-03,2019-04,2018-12-06
HD 104985 b,0.047,HD 104985,1,1,1,Radial Velocity,2003,Okayama Astrophysical Observatory,1,Published Confirmed,0,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,199.68,0.09,-0.07,0,0.715,0.0,0.0,0.0,,,,,,,,,1766.80811,34.96112,-38.77507,0.0,5.559,0.11,-0.122,0.0,Msini,0.047,0.015,-0.028,0.0,,,,,,,,,0,169.06,3.33,-3.74,0.0,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,G9 III,4738.0,,,0.0,11.12,1.23,-0.74,0.0,1.22,0.29,-0.23,0.0,-0.32,0.1,-0.1,0.0,[Fe/H],2.42,0.07,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h05m15.79s,181.3157854,+76d54m19.21s,76.9053359,100.576,0.719,-0.719,5.79389,0.023,-0.023,3.274,0.304,-0.304,5.49698,0.0018904,-0.0018904,2023-09-19,2023-08,2023-09-19
HD 105618 b,0.455,HD 105618,1,1,2,Radial Velocity,2022,Multiple Observatories,1,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,10.02245,0.00139,-0.00118,0,0.091,0.004,-0.004,0.0,,,,,,,,,25.42627,2.2248,-2.54263,0.0,0.08,0.007,-0.008,0.0,Msini,0.455,0.041,-0.038,0.0,,,,,,,,,0,8.356,0.207,-0.213,0.0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,1.01,0.13,-0.13,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h09m36.51s,182.4021288,+11d12m41.65s,11.2115695,70.0837,0.2478,-0.2462,8.63,0.03,-0.03,7.014,0.018,-0.018,8.46692,0.000218,-0.000218,2023-06-14,2022-09,2023-06-14
HD 105618 c,0.126,HD 105618,1,1,2,Radial Velocity,2022,Multiple Observatories,1,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,77114.07158,22860.71764,-10271.15556,0,35.731,6.866,-3.639,0.0,,,,,,,,,8419.59233,1379.37529,-898.50091,0.0,26.491,4.34,-2.827,0.0,Mass,0.126,0.098,-0.08,0.0,,,,,,,,,0,66.452,1.23,-1.286,0.0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,1.01,0.13,-0.13,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h09m36.51s,182.4021288,+11d12m41.65s,11.2115695,70.0837,0.2478,-0.2462,8.63,0.03,-0.03,7.014,0.018,-0.018,8.46692,0.000218,-0.000218,2023-06-12,2022-09,2023-06-12
HD 105779 b,0.0,HD 105779,1,1,1,Radial Velocity,2022,La Silla Observatory,1,Published Confirmed,0,<a refstr=SREENIVAS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...660A.124S/abstract target=ref>Sreenivas et al. 2022</a>,2412.0,55.0,-52.0,0,3.38,0.05,-0.05,0.0,,,,,,,,,203.41018,19.0697,-19.0697,0.0,0.64,0.06,-0.06,0.0,Msini,0.0,,,0.0,,,,,,,,,0,10.42,0.97,-0.95,0.0,<a refstr=SREENIVAS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...660A.124S/abstract target=ref>Sreenivas et al. 2022</a>,G2,5792.0,16.0,-16.0,0.0,0.94,0.02,-0.02,0.0,0.89,0.01,-0.01,0.0,-0.25,0.01,-0.01,0.0,[Fe/H],4.36,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h10m38.69s,182.6612053,-16d57m23.37s,-16.9564908,55.2411,0.17,-0.169,8.65,0.03,-0.03,7.111,0.023,-0.023,8.49018,0.000395,-0.000395,2022-05-09,2022-04,2022-05-09
HD 106252 b,0.48,HD 106252,1,1,1,Radial Velocity,2002,Lick Observatory,1,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1531.0,4.7,-4.7,0,2.61,0.04,-0.04,0.0,,,,,,,,,2202.5619,85.8141,-85.8141,0.0,6.93,0.27,-0.27,0.0,Msini,0.48,0.01,-0.01,0.0,,,,,,,,,0,138.8,2.0,-2.0,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5874.0,10.0,-10.0,0.0,1.1,0.02,-0.02,0.0,1.01,0.05,-0.05,0.0,-0.06,,,0.0,[Fe/H],4.36,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h13m29.53s,183.3730583,+10d02m25.55s,10.0404302,38.185,0.079,-0.0787,7.41,0.03,-0.03,5.929,0.026,-0.026,7.26281,0.000179,-0.000179,2018-09-04,2017-03,2018-09-06
HD 106270 b,0.185,HD 106270,1,1,1,Radial Velocity,2011,W. M. Keck Observatory,1,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,1888.0,16.0,-16.0,0,3.34,0.2,-0.2,0.0,,,,,,,,,3219.6179,85.8141,-85.8141,0.0,10.13,0.27,-0.27,0.0,Msini,0.185,0.027,-0.027,0.0,,,,,,,,,0,135.4,3.5,-3.5,0.0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,5509.0,,,0.0,2.66,,,0.0,1.39,,,0.0,,,,,,3.72,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h13m37.18s,183.4049258,-09d30m48.83s,-9.5135645,93.808,0.5686,-0.5686,7.58,0.03,-0.03,5.862,0.024,-0.024,7.39531,0.000274,-0.000274,2018-12-03,2019-04,2018-12-06
HD 10647 b,0.15,HD 10647,1,1,1,Radial Velocity,2006,W. M. Keck Observatory,1,Published Confirmed,0,<a refstr=MARMIER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..90M/abstract target=ref> Marmier et al. 2013 </a>,989.2,8.1,-8.1,0,2.015,0.011,-0.011,0.0,,,,,,,,,298.75,25.43,-25.43,0.0,0.94,0.08,-0.08,0.0,Msini,0.15,0.08,-0.08,0.0,,,,,,,,,0,18.1,1.7,-1.7,0.0,<a refstr=MARMIER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..90M/abstract target=ref> Marmier et al. 2013 </a>,F9 V,6218.0,20.0,-20.0,0.0,1.1,0.02,-0.02,0.0,1.11,0.02,-0.02,0.0,0.0,0.01,-0.01,0.0,[Fe/H],4.62,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h42m29.60s,25.6233526,-53d44m28.63s,-53.7412852,17.3357,0.0223,-0.0223,5.52,0.03,-0.03,4.34,0.276,-0.276,5.38178,0.0018465,-0.0018465,2014-05-14,2013-03,2014-05-14
HD 106515 A b,0.565,HD 106515 A,1,2,1,Radial Velocity,2012,La Silla Observatory,1,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,3586.86089,59.17074,-34.26066,0,4.491,0.187,-0.187,0.0,,,,,,,,,3025.09078,2029.33438,-40.68204,0.0,9.518,6.385,-0.128,0.0,Mass,0.565,0.021,-0.025,0.0,,,,,,,,,0,159.577,8.086,-9.83,0.0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,0.93,0.11,-0.11,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h15m06.30s,183.7762699,-07d15m27.15s,-7.2575413,34.0915,0.0856,-0.0851,7.971,0.002,-0.002,6.151,0.026,-0.026,7.7777,0.000233,-0.000233,2023-06-12,2022-09,2023-06-12
HD 10697 b,0.104,HD 10697,1,1,1,Radial Velocity,1999,W. M. Keck Observatory,1,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,1075.3799,0.82091,-0.74513,0,2.051,0.079,-0.087,0.0,,,,,,,,,1825.28854,321.32452,-91.85241,0.0,5.743,1.011,-0.289,0.0,Mass,0.104,0.009,-0.008,0.0,,,,,,,,,0,114.583,1.067,-1.196,0.0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,0.99,0.12,-0.12,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h44m55.78s,26.2324076,+20d04m57.71s,20.0826974,33.1205,0.0442,-0.0442,6.28262,0.023,-0.023,4.601,0.021,-0.021,6.10286,0.000752,-0.000752,2023-06-12,2022-09,2023-06-12
HD 107148 b,0.05,HD 107148,1,2,2,Radial Velocity,2005,W. M. Keck Observatory,1,Published Confirmed,0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,48.056,0.057,-0.057,0,0.269,0.016,-0.016,0.0,,,,,,,,,66.741,11.441,-11.441,0.0,0.21,0.036,-0.036,0.0,Msini,0.05,0.17,-0.17,0.0,,,,,,,,,0,10.9,2.0,-2.0,0.0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,,5797.0,,,0.0,,,,,1.12,,,0.0,0.314,,,0.0,[Fe/H],4.45,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h19m13.43s,184.8059773,-03d19m11.97s,-3.3199927,49.4156,0.116,-0.1154,8.01,0.03,-0.03,6.474,0.027,-0.027,7.85111,0.000291,-0.000291,2014-05-14,2006-07,2014-05-14
